TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,Y
55.89,56.1,49.69,49.8,85.49,85.4,91.63,91.6,89.93,69.21,55.78,56.1,67.3,18.7,227.1,-178.5,55.88,54.92,2.863,1.905,59.86,3.282,1.071,263.1,216.4,7.8,4.9,42,37.1,96.7,117.1,8,47.3,5.5,131.2,34.2,80,70,67,19.68,8.316,7.715,20,0,117.1,111.6,157.3,119.4,6.3,6.3,42.21,0,100,25,49,56,25,59.13,80.35,57.39,56.8,21.15,68.72,199.5,cf3
55.97,56.3,49.77,49.8,85.53,85.3,91.67,91.4,89.93,69.25,55.82,56.1,67.27,19.14,226.5,-178.4,55.72,54.39,2.486,1.164,60,3.265,1.077,262.9,215.8,7.8,5.1,42,37.1,96.5,117.1,7.8,47.5,5.5,131.2,34.2,79.2,70,67,19.4,8.201,7.715,20,0,117.1,111.8,157.8,119.9,6,6.5,43.21,0,100,25,49,56,22,59.13,80.39,57.39,56.84,21.6,59.67,199.8,cf3
56.01,56.1,49.77,49.6,85.49,85.3,91.63,91.4,89.89,69.25,55.82,56.1,67.19,19.12,225.8,-177.7,55.7,54.02,2.469,0.7899,59.83,3.273,1.074,262.6,214.3,7.8,5.1,42,37.1,96.5,117.1,7.5,47.5,5.4,130.9,34.7,80,70,67,19.45,8.233,7.715,20,0,117.1,111.8,157.8,119.9,6.1,6.3,44.22,0,100,25,49,56,22,59.13,79.94,57.39,56.84,22.05,59.26,199.8,cf3
55.97,56.1,49.69,49.8,85.53,85.3,91.67,91.7,89.97,69.21,55.78,56.1,67.19,18.67,227.1,-178.6,56.44,54.75,2.854,1.163,59.93,3.311,1.062,262.6,215.7,7.5,5,42.1,37.2,96.7,117.6,8,47.5,5.2,130.7,34,80.4,70,67,22.14,9.373,7.715,20,0,117.4,111.8,157.3,119.1,6.3,6.5,45.22,0,100,25,49,56,22,59.13,80.35,57.39,56.84,21.11,68.51,199.3,cf3
55.93,56,49.69,49.6,85.57,85.4,91.71,91.6,90.01,69.21,55.78,56.1,67.58,18.78,228.9,-180.1,55.97,54.65,2.849,1.529,60.1,3.275,1.074,264.2,215.3,7.3,4.9,42.3,37.4,96.5,117.1,7.8,47.5,5.4,130.9,34.4,79.9,70,67,19.28,8.116,7.715,20,0,117.4,111.8,156.3,118.1,6.2,6.2,46.23,0,100,25,49,56,25,59.13,80.27,57.43,56.84,21.32,68.39,201.1,cf3
55.93,56.1,49.65,49.6,85.53,85.4,91.71,91.7,89.93,69.21,55.74,56.02,67.82,19.62,227.3,-179.1,56.1,54.42,2.471,0.7909,60.07,3.283,1.071,263.3,214.4,7.5,5,42.3,37.2,96.7,117.6,8,47.5,5.2,130.7,34.2,79.9,70,67,18.85,7.904,7.715,20,0,117.6,112,156.3,117.9,6.4,6.5,47.23,0,100,25,49,56,25,59.13,80.1,57.43,56.84,22.45,59.31,200.3,cf3
55.89,56.1,49.65,49.6,85.53,85.4,91.71,91.6,89.93,69.21,55.7,56.02,67.59,19.55,226.5,-178.5,55.66,53.98,2.834,1.155,59.92,3.266,1.076,262.5,214.1,7.5,4.6,42.1,37.2,96.5,116.6,7.8,47.3,5.4,130.7,34.2,79.4,70,67,17.97,7.56,7.715,20,0,117.6,111.8,156.8,118.9,6.2,6.5,48.24,0,100,25,49,56,25,59.13,80.1,57.43,56.8,22.37,68,199.9,cf3
55.89,56.1,49.57,49.6,85.45,85.3,91.63,91.7,89.89,69.17,55.74,55.98,67.65,19.12,226.7,-178.2,56.34,55.03,2.101,0.7893,60.23,3.289,1.069,262.7,214,7.3,4.8,42.3,37.4,96.5,117.1,8,47.3,5,130.7,34.2,80.2,70,67,20.48,8.609,7.715,20,0,117.6,111.8,156.8,118.6,6.3,6.5,49.25,0,100,25,49,56,22,59.13,80.06,57.47,56.84,21.92,50.42,198.9,cf3
55.89,56,49.61,50.4,85.62,86.8,91.55,90.3,89.89,69.13,55.7,55.98,64.82,18.19,226.7,-180.1,56.04,54.36,2.469,0.7901,42.68,4.617,0.7615,262.1,214.2,7.4,2.4,43.2,38.3,92.7,109.7,4.3,48,4.8,130.7,37.9,71.5,48,46,11.79,5.175,10.06,20,0,117.6,112,156.8,117.2,3.5,5.4,0,0,100,15,49,56,41.66,59.13,79.98,57.39,56.8,20.93,59.25,199.3,cf3
55.81,56,51.99,52,84.96,84.7,88.97,88.3,87.47,64.91,55.74,55.98,44.11,16.51,248.1,-220.5,34.02,33.44,2.097,1.516,45.08,2.653,1.325,264,213.6,8.6,3.2,43.6,38.8,91.5,107.2,4.4,50.3,7,139.7,47.9,68.9,52,50,9.582,6.178,9.553,20,0,117.6,111.8,162.3,122.2,3.5,4.1,0,0,100,15,49,56,16.59,59.17,79,56.24,56.22,19.99,50.34,228.4,cf3
55.89,56,52.03,52,85.12,84.9,89.05,88.9,87.76,64.71,55.82,56.02,43.34,14.3,254.3,-225.2,34.45,33.87,1.736,1.155,45.44,2.666,1.319,264.8,214,8,3.1,44,39.2,92,108.2,5.7,50.4,6.6,142.3,50.3,69,52,50,14.18,9.306,9.553,20,0,118.1,112,161.3,120.7,4,4,0,0,100,15,49,56,17.52,59.13,80.88,56.24,56.18,15.78,41.67,229.5,cf3
55.32,55,51.66,51.2,86.23,86.1,89.99,89.6,88.33,63.36,55.17,55.32,41.2,18.22,273.3,-250.3,32.92,31.6,1.384,0.05904,45.18,2.562,1.372,262.6,216,7.8,2.9,44,38.8,92.5,109.2,5.9,50.3,6.7,143.2,50.7,70.2,52,50,16.07,11.09,9.553,20,0,118.5,112.4,163.8,124,3.8,3.6,30,0,100,5,49,56,24,59.17,79.65,55.58,55.65,21.35,33.21,232.3,cf3
54.13,53.8,50.55,50.3,86.15,86,89.83,89.6,88.17,61.8,53.94,54.18,40.38,18.26,289.1,-266.9,32.14,30.45,2.118,0.4274,44.86,2.519,1.396,263.1,215.6,7,2.6,43.3,38.5,92.2,108.7,5.3,49.5,5.9,145.1,52.2,70.7,52,50,15.86,11.17,9.553,20,0,119,112.4,161.8,122,3.6,3.5,40,0,100,5,49,56,24,59.17,78.88,55.05,54.63,22.23,50.83,235.4,cf3
53.35,53.2,49.77,49.6,86.07,85.8,89.75,89.2,88.12,61.15,53.16,53.44,40.41,17.82,296,-273.4,32.06,30.38,2.479,0.7936,41.96,2.687,1.308,263.3,215.1,5.8,2.5,43.8,39,91.7,107.7,4.3,49.1,5.1,145.1,53.4,67.9,49,47,12.6,8.868,9.926,20,0,119.5,112.9,161.3,121.2,3.4,3.6,40,0,100,5,49,56,20,59.13,79.04,54.56,54.05,21.48,59.5,236.3,cf3
53.35,53.6,50.14,50.1,85.49,85.4,88.89,88.5,87.51,61.1,53.29,53.6,37.37,15.17,290.5,-268.3,28.74,28.16,2.845,2.26,42.86,2.358,1.491,264,215,6,3,43.8,39.3,91.5,107.2,5.1,49.5,5.4,147.2,55.7,68,49,47,12.52,9.529,9.926,20,0,119.9,113.1,163.8,123.7,3.2,3.5,40,0,100,5,49,56,20,59.17,79.98,54.6,54.09,17.49,68.28,238.5,cf3
53.35,53.3,50.1,50.1,85.7,85.6,89.09,88.9,87.72,61.02,53.16,53.52,37.45,15.2,294.3,-272,29.23,27.54,3.225,1.533,42.8,2.401,1.464,264.6,215.9,6.5,2.5,43.6,38.8,91.7,107.2,5.4,49.5,5.7,147.2,55.5,68.2,50,48,13.93,10.58,9.8,20,0,120.2,113.8,160.8,120.8,3.5,3.2,40,0,100,5,49,56,20,59.17,80.23,54.6,54.05,17.32,77.4,239.8,cf3
53.39,53.6,50.14,50.3,85.62,85.3,88.97,88.7,87.63,61.02,53.2,53.52,36.95,14.73,293,-270.8,29.26,27.56,2.859,1.165,42.6,2.415,1.456,264.3,216.1,6.8,2.8,43.5,38.7,91.5,107.2,4.6,49.5,6,147.2,56.1,69,49,47,15.54,11.96,9.926,20,0,120.7,114,164.2,124.2,3.4,3.3,40,0,100,5,49,56,17,59.17,80.19,54.6,54.09,16.82,68.61,239.4,cf3
53.43,53.8,50.27,50.3,85.53,85.4,88.89,88.9,87.55,61.1,53.37,53.64,36.68,14.62,289.1,-267,28.47,27.88,2.486,1.899,42.54,2.353,1.494,262.3,215.7,6.8,2.5,43.6,38.8,91.2,106.7,4.9,49.6,6,148.3,56.4,68,49,47,13.68,10.61,9.926,20,0,121.2,114.5,162.8,122.8,3.6,3.4,40,0,100,5,49,56,20,59.17,80.19,54.68,54.22,16.7,59.67,237,cf3
53.56,53.8,50.35,50.3,85.57,85.4,88.93,88.7,87.59,61.19,53.45,53.73,36.78,14.66,289.4,-267.3,28.79,27.83,2.482,1.529,42.6,2.376,1.48,263.1,215.3,6.8,2.6,43.5,38.7,91.5,107.2,5.2,49.6,6.1,148.7,57.2,68.4,49,47,14.49,11.2,9.926,20,0,121.5,114.7,159.3,119.3,3.5,3.5,40,0,100,5,49,56,20,59.21,80.27,54.77,54.3,16.71,59.57,237.8,cf3
53.56,53.6,50.31,50.1,85.66,85.4,89.09,89,87.72,61.19,53.41,53.73,37.72,15.13,291.1,-268.5,29.02,27.71,2.837,1.522,43.14,2.366,1.486,263.3,214.4,6.5,2.5,43.6,38.8,91.5,107.2,5.9,49.5,5.9,148,56.1,69,50,48,12.56,9.472,9.8,20,0,122,114.9,161.3,121.3,3.6,3.5,40,0,100,5,49,56,20,59.21,80.35,54.81,54.3,17.17,68.08,238.3,cf3
53.43,53.4,50.14,50.1,85.82,85.8,89.22,89,87.92,61.15,53.29,53.6,37.08,14.16,292.3,-269.4,29.57,28.25,2.854,1.531,43.15,2.409,1.459,262,215.7,6.5,3,43.6,38.8,92,108.2,5.1,49.5,5.9,147.6,56.3,68.2,50,48,16.74,12.84,9.8,20,0,122.2,114.9,161.8,122,3.4,3.3,40,0,100,5,49,56,20,59.21,80.31,54.64,54.17,16.1,68.5,236.7,cf3
53.43,53.4,50.1,50.1,85.86,85.6,89.26,89,87.92,61.1,53.25,53.56,37.24,14.66,294,-271.4,29.9,28.21,2.85,1.162,43.12,2.438,1.442,263.1,215.4,6.5,2.7,43.5,38.7,91.7,107.7,5.4,49.5,5.7,147.6,55.9,68.7,50,48,17.33,13.23,9.8,20,0,122.5,115.1,160.3,120.2,3.4,3.3,40,0,100,5,49,56,20,59.21,80.31,54.6,54.13,16.68,68.41,237.9,cf3
53.35,53.4,50.06,50.1,85.82,85.8,89.26,89.2,87.92,61.02,53.2,53.52,37.89,14.74,296.5,-273.3,29.54,28.22,2.851,1.53,43.12,2.409,1.46,264.5,215.5,6.3,2.3,43.8,39,91.5,107.2,5.1,49.5,5.7,147.6,56.5,69.5,50,48,13.77,10.33,9.8,20,0,122.5,115.6,163.8,124,3.6,3.3,40,0,100,5,49,56,20,59.21,80.27,54.6,54.05,16.8,68.42,239.4,cf3
53.31,53.4,50.06,50.1,85.66,84.2,89.13,88.5,87.76,61.02,53.16,53.48,38.16,15.12,293.3,-270.2,29.15,27.83,2.848,1.528,45.55,2.25,1.563,263.3,215.3,6.8,1.7,43.1,38.3,90.5,105.2,4,49.3,6.1,147.6,57.1,65.9,50,48,13.85,10.32,9.8,20,0,122.7,115.3,159.3,120.1,4.5,3.4,30,0,100,26.03,49,56,20.48,59.21,79.86,54.6,54.05,17.58,68.35,238.3,cf3
55.93,56.8,50.96,50.8,81.68,81.3,86.92,87.2,85.42,67.53,55.99,56.35,57.97,16.61,198,-156.6,44.63,45.15,3.22,3.737,56.17,2.794,1.259,265.6,215.6,7.5,5.3,43.1,38.2,92.5,109.2,7.7,49,5.9,139.7,47.2,71,67,64,9.249,4.538,8.015,20,0,122.7,115.6,163.3,124.3,5.9,6.2,30,0,100,32.24,49,56,23.38,59.21,78.22,57.3,56.75,20.97,77.28,205,cf3
56.46,56.9,50.14,50.1,80.7,79.7,87.13,86.3,85.34,69.87,56.44,56.72,70.68,19.66,170.2,-119.2,56.19,55.98,2.46,2.243,57.32,3.447,1.02,263.9,213.4,7.3,4.9,42.8,37.9,91.2,106.7,6.8,48,5.4,129,37.2,68.7,65,62,6.403,2.577,8.219,20,0,122.2,115.6,159.8,121.4,6.6,6.8,30,0,100,38.45,49,56,36.28,59.21,74.41,57.67,57.25,31.04,59.04,177.1,cf3
58.31,60.3,51.13,51.6,75.54,73.1,83.03,81.3,81.25,72.9,58.53,59.09,81.51,19.45,90.84,-28.79,64.4,66.39,5.052,7.038,58.7,3.857,0.9115,261.1,215.3,9.5,6.4,42.1,37.2,87.7,100.3,7.3,48.5,6.5,122.7,34.4,63.9,69,66,-1.431,-0.4994,7.814,20,0,121.2,115.3,159.3,121.1,8.2,8.7,60.81,20.54,100,100,57,56,38.11,59.13,68.76,63.16,60.4,48.46,43.92,70.29,cf3
60.27,60.6,51.37,50.9,74.11,74.3,82.99,83.5,80.75,74,59.88,60.4,96.05,24.2,73.01,-1.161,80.28,76.74,4.711,1.167,66.84,4.223,0.8326,259.5,216.5,8.8,7.5,42.1,37.2,91,106.2,10.1,47.7,5.4,116.9,26.1,68.5,79,76,11.4,3.376,6.86,20,0,120.2,114.9,161.3,123.1,9.1,9.5,67.01,21.34,100,100,57,56,38.27,59.05,70.52,63.94,62.2,50.61,65.07,-13.26,cf3
60.39,60.6,50.72,50.6,75.09,75.2,84.51,84.7,82.35,75.11,59.76,60.48,102.5,23.47,78.84,0.1691,86.46,80.75,6.495,0.7909,69.51,4.373,0.804,261.2,214.4,8.6,7.5,41.8,36.9,92.2,108.7,10.4,47.2,5.2,115.7,23.5,71.8,80,77,13.19,3.661,6.768,20,0,119.2,114.5,163.3,125.4,9.5,10,68.22,22.15,100,100,57,56,43.43,59.09,71.18,65,62.61,46.59,65.16,-6.35,cf3
60.64,60.8,50.88,50.8,75.5,75.6,85,84.9,82.76,75.44,60.04,60.81,102.5,24.15,79.03,-0.7161,87.15,81.81,6.857,1.521,71.03,4.314,0.8151,258.9,214.3,9.5,7.6,41.5,36.4,92.7,109.7,10.5,47.2,5.7,116.2,23.7,73.1,84,80,17.21,4.778,6.496,20,0,118.3,113.8,163.3,125.9,9.3,10,69.43,22.95,100,100,57,56,46.59,59.05,70.81,65.49,63.06,49.27,67.63,-9.132,cf3
60.8,60.9,50.88,50.9,75.79,75.7,85.45,85.4,83.09,75.76,60.16,60.97,105,25.66,79.62,-0.2763,89.08,83.34,7.261,1.529,72.01,4.349,0.8084,260.8,215.4,9.6,8.1,41.2,36.3,93.5,111.2,11,46.8,5.6,116.7,23.4,74.9,86,82,16.01,4.337,6.317,20,0,117.8,113.3,162.8,125.7,9.5,10.1,70.64,23.76,100,100,57,56,46.75,59,70.85,65.82,63.35,52,70.43,-12.21,cf3
60.72,60.9,50.63,50.4,75.83,75.9,85.78,85.6,83.21,75.8,60.08,60.89,107.3,27.67,79.88,-0.2748,90.48,84.76,7.257,1.529,73.64,4.32,0.8138,258.8,215.3,9.2,8.1,41.2,36.3,93.7,111.7,10.7,46.6,5.6,116.9,23.6,75.4,87,83,14.59,3.867,6.228,20,0,116.9,112.7,161.8,125.4,9.7,10.5,71.85,24.56,100,100,57,56,50.91,58.92,69.95,65.78,63.31,60.23,70.38,-15.79,cf3
60.68,60.9,50.51,50.3,75.83,75.9,85.82,85.6,83.29,75.8,60,60.85,108.5,27.42,81.34,-0.2768,91.12,85.03,7.615,1.528,73.97,4.331,0.8117,260.7,215.1,9.6,8.1,40.8,35.9,93.7,111.7,10.9,46.6,5.8,116.9,23.2,75.8,87,83,12.9,3.383,6.228,20,0,116.4,112.2,164.7,123.2,9.9,10.5,73.05,25.37,100,100,57,56,51.07,58.88,70.19,66.03,63.39,58.18,69.28,-11.83,cf3
60.68,60.9,50.51,50.4,75.83,75.9,85.78,85.6,83.29,75.8,60,60.89,108,26.98,81.34,-0.2767,90.42,84.38,7.921,1.88,74.31,4.278,0.8218,260.7,213.4,9.4,7.9,41,36.1,93.5,111.2,11,46.4,5.6,117.1,23.9,76.3,87,83,12.38,3.259,6.228,20,0,116,111.8,163.3,126.9,9.7,10.6,74.26,26.17,100,100,57,56,51.23,58.88,70.11,66.27,63.51,57.65,68.85,-9.757,cf3
60.72,60.9,50.55,50.4,75.83,75.7,85.86,85.8,83.29,75.8,60,60.93,108.2,27.69,80.82,-0.275,91.01,84.57,8.339,1.891,74.39,4.302,0.8174,259,214.8,9.6,7.9,40.8,35.8,93.7,111.7,11.2,46.4,5.6,117.4,23.4,75.9,88,84,13.83,3.634,6.14,20,0,115.6,111.1,164.2,128.1,9.9,10.5,75.47,26.98,100,100,57,56,47.4,58.84,69.99,66.35,63.59,59.61,72.49,-12,cf3
60.8,60.9,50.59,50.4,75.87,75.9,85.94,85.8,83.33,75.84,60.04,60.93,108.3,28.04,80.55,-0.2741,91.52,84.7,7.985,1.16,74.82,4.301,0.8175,258.1,215.1,9.6,7.9,40.8,35.8,94,112.2,11.2,46.4,5.6,117.4,23.4,75.9,88,84,15.76,4.138,6.14,20,0,115.3,110.9,161.8,124.9,9.9,10.5,76.68,27.79,100,100,57,56,51.56,58.8,69.95,66.64,63.71,60.36,65.52,-13.28,cf3
60.84,61.1,50.59,50.6,75.87,75.9,85.94,85.8,83.25,75.8,60.04,60.97,109.1,29.13,80.69,-0.7197,92.74,85.48,8.429,1.171,75.16,4.338,0.8105,260,217.1,9.6,8.4,40.8,35.9,94,112.2,10.9,46.4,5.6,117.6,23.9,76.3,89,85,17.65,4.602,6.052,20,0,115.1,110.7,164.2,127.6,9.7,10.7,77.89,28.59,100,100,57,56,51.72,58.8,69.66,66.89,63.84,64.35,66.38,-15.44,cf3
60.72,60.9,50.31,50.3,75.91,75.7,86.15,85.8,83.42,75.93,59.92,60.89,110.4,29.44,80.77,0.1675,94.41,87.14,8.818,1.545,75.69,4.386,0.8016,258.8,217.6,9.5,8.5,40.8,35.9,94.3,112.7,11,46.1,5.3,117.1,23.1,76.9,89,85,19.54,5.035,6.052,20,0,114.7,110.3,164.7,128,9.9,10.6,79.09,29.4,100,100,57,56,47.88,58.8,69.5,66.76,63.76,66.04,70.39,-20.4,cf3
60.68,60.8,50.35,50.4,75.95,76.2,86.1,85.3,83.46,75.84,59.88,60.85,109.7,28.6,82.22,-1.159,92.41,85.24,8.7,1.525,63.62,5.107,0.6885,259.2,214.6,8.3,5.4,42.1,37.2,90.7,105.7,8,46.4,4.4,117.1,26.4,68.6,69,66,2.974,0.7713,7.814,20,0,114.7,110.3,160.8,123.1,9.3,10.3,80,0,100,67.93,49.79,56,60,58.8,69.62,66.84,63.8,63.43,68.51,-9.511,cf3
60.93,61.1,52.56,52.7,75.42,75.6,83.57,83.3,81.16,73.14,60.21,61.1,88.46,26.09,87.1,-24.73,75.04,68.58,7.988,1.528,59.74,4.416,0.7961,260.6,215.2,10.4,6.6,42.4,37.5,89.9,104.2,9.1,49,6.7,118.1,28.4,66.2,70,67,12.55,4.035,7.715,20,0,114.2,109.8,163.8,125.6,7.6,8.3,60,0,100,55.52,48.55,56,50,58.76,68.97,66.35,63.67,61.33,71.56,55.43,cf3
59.9,59.4,51.78,51.4,76.12,76.2,83.98,83.7,81.2,71.26,59.02,59.83,85.33,30.08,108,-52.73,73.28,65.3,7.298,-0.6787,59.69,4.316,0.8146,260.6,216.5,9.3,6.2,42.1,37.2,89.9,104.2,8.6,48.2,6.1,118.3,28.2,67.3,69,66,17.32,5.774,7.814,20,0,114,109.8,163.3,125.4,7.5,8,75,0,100,43.1,47.31,56,60,58.8,67.21,65.37,62.57,85.89,62.51,103,cf3
57.61,57.1,50.35,50,77.06,77,84.14,83.8,81.45,68.23,56.56,57.53,77.33,29.36,144.4,-96.4,65.08,55.69,8.717,-0.6747,55.69,4.109,0.8558,262.1,215.1,7.9,5.3,42,37.2,88.9,102.3,7.4,47.7,5.4,118.8,29.9,65.9,64,61,12.63,4.646,8.323,20,0,114.2,109.8,162.3,124.4,6.8,7.1,80,0,100,32,47,56,55,58.76,67.49,63.57,60.6,80.68,70.55,161,cf3
56.3,56.6,50.1,50.6,76.32,75.9,82.67,81.7,80.43,67.12,55.58,56.59,69.25,24.43,145.2,-100.4,55.39,48.96,9.06,2.621,50.53,3.854,0.9122,262,214.5,8.8,4.6,41.8,36.9,86.3,97.8,6.2,47.8,6.2,120.4,33.6,61.1,57,55,1.806,0.7416,8.971,20,0,114,109.4,160.8,123.4,5.8,6,75,0,100,32,47,56,42,58.72,67.45,62.59,59.62,67.14,73.32,173.7,cf3
56.75,57.1,50.55,50.6,76.2,76.2,82.3,82,80.22,67.21,55.99,56.96,66.33,22.56,141.6,-97.79,55.72,48.87,8.744,1.9,51.37,3.814,0.922,261,215.8,8.8,4.6,41.8,36.9,86.6,98.3,7,48.2,6.4,121.5,34.6,61.6,58,56,14.06,6.027,8.86,20,0,114,109.4,161.3,123.7,5.8,6.5,75,0,100,32,47,56,48,58.76,69.25,63,60.03,51.6,70.76,170.9,cf3
56.83,57.1,50.55,50.4,76.24,76.4,82.42,82.3,80.34,67.29,56.03,57,67.34,22.6,142.3,-97.53,56.48,49.26,8.748,1.533,51.7,3.841,0.9154,261.5,215.9,8.8,4.6,41.8,36.9,86.9,98.8,6.6,48,6.2,121.7,34.8,61.7,59,57,13.49,5.7,8.75,20,0,114,109.4,161.3,122.6,5.9,6.3,80,0,100,32,47,56,48,58.76,69.13,62.95,60.03,52.31,71.78,170.9,cf3
56.79,56.9,50.51,50.4,76.28,76.4,82.46,82.3,80.3,67.21,55.99,56.96,67.22,23.45,142.5,-98.69,56.48,49.26,8.749,1.532,51.72,3.839,0.9157,261,215.9,8.8,4.6,41.8,36.9,86.9,98.8,7.2,48.2,6.4,121.7,34.6,62.4,59,57,13.94,5.898,8.75,20,0,114.2,109.4,159.3,121.4,6.1,6.3,80,0,100,32,47,56,48,58.76,69.01,62.95,59.99,54.93,70.8,170.8,cf3
56.75,56.9,50.47,50.6,76.28,76.2,82.46,82.3,80.34,67.25,55.99,56.92,67.36,23.06,142.8,-98.45,56.38,49.54,8.365,1.53,51.8,3.826,0.9189,261.6,215.5,8.8,5.1,42,37.1,87.4,99.8,7.2,48,6.2,121.5,34.3,61.4,59,57,13.18,5.563,8.75,20,0,114.2,109.4,163.3,125.4,6.1,6.3,75,0,100,32,47,56,48,58.8,69.05,62.95,59.99,54,67.69,170.8,cf3
56.71,56.8,50.43,50.3,76.24,76.2,82.46,82.3,80.34,67.21,55.91,56.84,67.4,22.92,142.3,-97.85,56.59,49.36,8.397,1.167,51.77,3.843,0.9149,260,216.3,8.6,4.6,41.8,36.9,86.9,98.8,7,48,6.2,121.5,34.3,61.7,59,57,13.76,5.808,8.75,20,0,114,109.6,162.3,124.3,6.3,6.4,80,0,100,32,47,56,48,58.76,69.01,62.83,59.91,53.67,68.9,169.8,cf3
56.55,56.6,50.27,50.3,76.28,76.2,82.5,82.3,80.3,67,55.74,56.67,67.52,23.85,144.4,-100.7,56.33,49.13,8.358,1.161,51.75,3.827,0.9187,260.5,215.3,8.3,4.4,42,37.1,86.6,98.3,6.9,48,6.2,121.5,34.3,61.4,59,57,12.4,5.225,8.75,20,0,114.2,109.6,160.8,122.9,6,6.3,80,0,100,32,47,56,48,58.76,68.6,62.71,59.74,58.17,67.64,171.8,cf3
56.38,56.6,50.1,50,76.28,76.2,82.46,82.3,80.34,66.92,55.62,56.55,67.07,22.96,145.7,-101.6,55.98,49.19,8.307,1.519,51.81,3.799,0.9255,260.4,214,8,4.6,42,37.1,86.9,98.8,7.3,47.8,5.7,120.9,34,61.7,59,57,12.82,5.437,8.75,20,0,114.2,109.4,161.3,123.4,6.1,6.6,80,0,100,32,47,56,48,58.76,68.88,62.63,59.62,54.41,66.3,172.5,cf3
56.26,56.5,49.98,50.1,76.24,76.2,82.42,82.3,80.34,66.8,55.5,56.43,67.18,22.55,147.3,-102.6,56.55,49.7,8.392,1.535,51.86,3.835,0.9169,260.9,216.2,8,4.9,42,37.1,87.2,99.3,7,47.7,5.7,120.7,33.7,61.7,59,57,14.49,6.133,8.75,20,0,114,109.6,161.3,121.4,5.9,6.5,80,0,100,32,47,56,48,58.8,69.09,62.38,59.5,52.6,69.84,172.8,cf3
56.22,56.3,49.94,50,76.32,76.2,82.5,82.2,80.34,66.84,55.42,56.39,67.31,23.48,147.1,-103.3,56.4,49.19,8.736,1.53,51.89,3.821,0.9202,261.4,215.5,8,4.4,42,37.1,86.6,98.3,6.9,47.7,5.9,120.9,34.1,62.2,59,57,13.53,5.716,8.75,20,0,114,109.4,160.8,122.8,6,6.3,80,0,100,32,47,56,48,58.8,69.05,62.38,59.42,54.99,70.7,174,cf3
56.14,56.3,49.9,49.8,76.28,76.2,82.5,82.3,80.34,66.8,55.37,56.31,67.46,23.38,146.9,-102.8,55.88,49.06,8.346,1.526,51.85,3.789,0.9278,260.2,215,8.2,4.6,42,37.1,86.9,98.8,7.2,47.7,5.9,120.9,33.8,61.2,59,57,11.17,4.709,8.75,20,0,114.2,109.6,161.3,123.3,5.9,6.3,80,0,100,32,47,56,48,58.8,69.09,62.3,59.37,54.53,68.48,173.3,cf3
56.14,56.3,49.86,50.9,76.36,77.8,82.3,80.8,80.39,66.84,55.33,56.22,64.72,20.84,147.7,-103.9,56.2,49.02,7.972,0.7917,37.17,5.316,0.6614,261.7,214.8,6.8,2.8,44.3,39.5,83.5,92.8,3.3,48.5,4,120.7,37.4,53.5,43,41,7.197,3.163,10.74,20,0,114.5,109.8,159.3,118.7,2.9,5.2,40,0,100,10,47,56,41.97,58.76,69.21,62.01,59.29,47.84,70.34,174.9,cf3
54.95,54.7,51.53,51.4,77.55,77.3,81.11,80.8,79.28,60.94,54.51,54.91,38.86,19.96,200.2,-181.3,30.27,26.42,3.543,-0.3045,38.89,2.737,1.285,261.9,212.9,7.4,2.1,43.8,39,82.9,91.8,3.7,50.1,6.3,132.9,49.7,52.8,45,43,8.696,6.365,10.46,20,0,114.5,109.8,158.3,118.2,3.3,3.5,35,0,100,10,47,56,41.77,58.8,69.34,56.49,56.02,45.48,85.03,227.4,cf3
53.6,53.3,50.27,50,77.26,77.1,80.74,80.5,78.95,59.63,53.29,53.6,38.13,19.6,211.8,-193.3,29.84,27.06,2.845,0.05933,38.69,2.712,1.296,263.1,215,6.5,2.4,43.5,38.7,82.9,91.8,3.9,49.3,5.8,137.1,54.5,52.8,45,43,9.549,7.123,10.46,20,0,115.1,109.8,161.3,121.3,3.5,3.3,45,0,100,10,47,56,41.56,58.76,69.17,55.05,54.46,45.18,68.28,229.5,cf3
53.06,53.2,50.31,50.4,76.12,75.7,79.02,78.7,77.64,59.06,52.88,53.28,31.8,15.09,203.4,-186.7,24.72,23.04,3.581,1.894,35.85,2.425,1.45,262.7,215.1,6.3,2,44.1,39.3,80.7,87.9,2.6,49.8,5.7,141,60.6,49.1,42,40,10.97,9.81,10.89,20,0,115.7,110.3,158.3,118.2,2.8,2.9,45,0,100,10,47,56,24.36,58.8,69.29,54.68,54.05,34.51,85.93,232.9,cf3
